Date,AAPL,AMZN,GLD,MC.PA,MSFT,NESN.SW,NFLX,SONY,TSLA,TTE.PA
2010-07-01,0.02274033265610531,0.07898590009148321,-0.050871157346166984,0.04242306462388101,0.12168609326866453,-0.01341023649878137,-0.05614363211838358,0.17016488617823988,-0.1632400507102093,0.047206786856798466
2010-08-01,-0.055004569369367595,0.05886845959709941,0.05706125282865315,-0.019760836083998035,-0.09066256276730944,0.021359287734144417,0.2239883912124936,-0.10345946749893276,-0.0230687080635692,-0.04753287111745119
2010-09-01,0.1672150469567073,0.25819118622479587,0.047755584400488216,0.17249628407982454,0.04902644546094481,-0.004752865748850477,0.29190530445006746,0.10468035033851253,0.047741290441497775,0.025359604870687447
2010-10-01,0.06072209396178718,0.052018360628662386,0.03682269814892791,0.046468677204562825,0.08901570137650383,0.029608492834340083,0.0703626640434738,0.10104356468444586,0.07006341804199745,0.03279946144417201
2010-11-01,0.033789849941202155,0.061550575211672065,0.021112978094167678,0.03774430329460032,-0.05286854117921469,0.012059288668336166,0.1862651952029193,0.04846338916161508,0.6176738582783279,-0.044307817670999006
2010-12-01,0.03667062426588519,0.02622571610389368,0.024368653791006833,0.05967620592131184,0.11169840483436033,0.0036664859150437046,-0.14667324079675148,0.006482331861559443,-0.24624968987192308,0.09309156112217809
2011-01-01,0.051959200874743816,-0.05755551656087243,-0.06379762129208244,-0.07351745836972634,-0.006449373345997267,-0.06757987343287919,0.21844062280252396,-0.03836430330687601,-0.09500527544837278,0.07730163528358691
2011-02-01,0.04093479843272663,0.02151613746851533,0.05998312803425154,0.0017538467542859149,-0.041471545252923514,0.03036223136301741,-0.034613145115125254,0.07280120236150656,-0.00871372711961238,0.03968123240755883
2011-03-01,-0.013306894222209431,0.039471406116217134,0.01598138086384293,-0.02231944247163098,-0.039124535988579345,0.0009506912920953514,0.15052960075132926,-0.13599341984025504,0.16157366410336804,-0.03276281075495069
2011-04-01,0.0046488094830008375,0.087048178737823,0.08944654978008071,0.08549654626961889,0.020874271881747397,0.019942958405951394,-0.021490440640925867,-0.10514222146634489,-0.005405400180747089,0.006169085563067167
2011-05-01,-0.006568987148911631,0.004494216538089457,-0.017916885312225905,-0.0028861479514747934,-0.03510756878942389,0.05537796687311136,0.16388008349599792,-0.055457551611314715,0.09202872762420622,-0.07380838819980273
2011-06-01,-0.03495977142825746,0.03965624863935702,-0.024325042799353547,0.03854384301526603,0.046398118429461066,-0.04566245694452831,-0.02994829952465683,-0.013089100388348207,-0.03351005896826831,0.024696092828135008
2011-07-01,0.16328544789293176,0.08817064190318868,0.08417803620638908,0.03102343662552509,0.05384604597746545,-0.03827731955126468,0.012562370461593364,-0.04888186772352454,-0.0329557206247475,-0.05265785288674352
2011-08-01,-0.014469365625305208,-0.03276110304953761,0.12274943937515781,-0.07815562834946899,-0.029197115310632737,-0.0067660358238861296,-0.11647041882623999,-0.12549804378221463,-0.12176092558204665,-0.10124413049478886
2011-09-01,-0.009121126708327876,0.004646121395208258,-0.11062347246832638,-0.15515010805569684,-0.05837987136472578,0.003806727279047628,-0.5180205160282181,-0.13439647644830344,-0.01414690268761587,-0.021204764082150107
2011-10-01,0.06152353638440733,-0.012579168908284366,0.0587118747477946,0.20672285241873745,0.06990748845982298,0.015968171979824364,-0.2753601065922733,0.11223541600467812,0.2041819731952128,0.15785121180677697
2011-11-01,-0.0557835778606931,-0.09938643423175819,0.016672693952307194,-0.030353320485931534,-0.03942921729092841,0.004911535627710739,-0.21381558681276314,-0.1392466137813868,0.11474314537433239,0.013751134408294785
2011-12-01,0.05965453464435089,-0.09979721340026226,-0.10662433944055594,-0.05501768297944665,0.022497382832052715,0.055718526701199256,0.07376417236199151,-0.0005540833092037012,-0.12767269168670448,0.030390008670160285
2012-01-01,0.12711128192792542,0.12328138902585839,0.11395480912860867,0.1297990749486091,0.13751927521061846,-0.023148330348338297,0.7347384799643766,0.009978000633924955,0.017857100371840406,0.03898024717137338
2012-02-01,0.18831037907038528,-0.07585889544072666,-0.029649780549572347,0.02184447493669972,0.07483936673343305,0.048341421439115795,-0.07878556889403543,0.1739846883038465,0.14929469065926915,0.03922795276597757
2012-03-01,0.10528329314999119,0.12699647200473074,-0.013208340481005276,0.020190389910473172,0.023074160337760885,0.027124683657535398,0.038923920564768455,-0.02898558534118445,0.11463660465642023,-0.08930702159824988
2012-04-01,-0.025968763433461106,0.14512869305691556,-0.0014803247076433657,-0.028715721910127168,-0.007439444385684002,-0.021126797779101536,-0.3033729960404994,-0.2120117338431462,-0.11036515683190151,-0.043932966691235475
2012-05-01,-0.01070270027289455,-0.08188875050079214,-0.06338034010471139,-0.031787497004563736,-0.08838228495621148,0.02511632286192733,-0.20838501015800381,-0.1832204822611584,-0.10956834118448533,-0.03617989859739834
2012-06-01,0.010852786189215813,0.07251884325323021,0.02354575543588089,0.0037686952543880547,0.054837931627903735,0.02724801724688186,0.07960292683517145,0.07552879462327922,0.060677738621238264,0.021141748383784797
2012-07-01,0.04582164808027267,0.021677287456954186,0.008376847936764742,0.02252827069771879,-0.03661326617031069,0.06189195779107126,-0.169952023461018,-0.1467695723924125,-0.12368169724771694,0.07661693395443225
2012-08-01,0.08920036992429914,0.06416629856391287,0.04939609851235338,0.05915978339944239,0.04580923548426852,-0.011656805973559003,0.050483655681160755,-0.06913584033489562,0.04011653556144279,0.05584331021208233
2012-09-01,0.00710146936100764,0.024368612817364577,0.046705627280061,-0.09861321413553781,-0.027996314903411146,-0.0008425399845013448,-0.08841303833256808,0.03448277062259786,0.026648171667929876,-0.027830341274309056
2012-10-01,-0.10759983269522555,-0.08426390830086672,-0.029437416816341377,0.07179459972526248,-0.04099468719028454,-0.003372610708889723,0.4555478608165804,0.01591245569888855,-0.03927616266766931,0.019948782564262135
2012-11-01,-0.016864857767903252,0.08227061714183037,-0.004675410721908135,0.07575767206529194,-0.06727403296855217,0.026226674253870375,0.031171439812365476,-0.17035800168704895,0.20227559688936148,-0.008887048167561362
2012-12-01,-0.08659017977115935,-0.004681612016455339,-0.02426979045607558,0.03744250114480696,0.011625971860697026,-0.017312468415144333,0.13315325261019173,0.1498974784127174,0.0014782019928814005,0.013904755221651799
2013-01-01,-0.14408912871530355,0.05831703073707506,-0.005061148639644464,0.00036016476594746827,0.02770547239682153,0.0721476012204112,0.7846420005391264,0.3339285050978602,0.10746997752445475,0.03912058637891813
2013-02-01,-0.03093360054340477,-0.0046327380346018465,-0.05086846838387371,-0.05005391630504219,0.012750336503324133,0.02503941772113305,0.13822337488354663,-0.024096304018896064,-0.07144776240928452,-0.040946369884172995
2013-03-01,0.008699206726148434,0.00840050409375892,0.009477104236877087,0.015163079633924825,0.037656819622786664,0.048091293759968456,0.0063803213897339894,0.1934155895735754,0.08785529450444152,-0.024546323826207028
2013-04-01,0.00027085102541124506,-0.047581509289708945,-0.0756231330952718,-0.017924090943507665,0.15693804629396957,-0.032774852854304704,0.14153625505427114,-0.047330412742942696,0.4249140994667957,0.0401639098690294
2013-05-01,0.01569652649448683,0.06063589007672232,-0.06198785346133606,0.05455868143897935,0.05438058820141389,-0.014451887179974365,0.04711447013532566,0.22641543805912634,0.8107057457667728,0.00823158418325054
2013-06-01,-0.11245726238275733,0.031537853678727856,-0.11058839427335088,-0.08891333490527009,-0.0033753728733383337,-0.023640700271050585,-0.06700564079905047,0.051612815619691554,0.0981996567416148,-0.027990422728405018
2013-07-01,0.1412252367013367,0.08473480201495254,0.0743010530498811,0.09759042505141413,-0.07816981358363229,0.012106784511069613,0.1581789914819649,-0.00707883722293523,0.25074518579761573,0.08675515032178738
2013-08-01,0.07665840167737681,-0.06719341960283554,0.052047484216675155,-0.030003613459456013,0.04899459676800988,-0.02631590745330903,0.16128120156421244,-0.051330747523166576,0.2585643195397136,0.04526173409490908
2013-09-01,-0.015028776226392648,0.11267707361206414,-0.047838379698351585,0.098453247263947,0.0034286034973509683,0.03603592569649061,0.08911278712785897,0.0781564096133276,0.14420104965677472,0.023380734661876623
2013-10-01,0.09638120124393357,0.16437435865524108,-0.003432632525768975,-0.026098882174867,0.06400281041250833,0.035573225467427694,0.042915696933845116,-0.19362798791968405,-0.17288091281684204,0.07003264181520175
2013-11-01,0.06384213168133179,0.08128449973110707,-0.05511195422936577,-0.021509167188267675,0.0768143091701845,0.010686884915098505,0.13433397379373901,0.06086959289665006,-0.20420161069822895,-0.014801358494224592
2013-12-01,0.01479233431197069,0.013134548857432149,-0.03794527189279151,-0.03615895144935821,-0.011442221057992197,-0.01359505314499354,0.006478897889309776,-0.055191261215590925,0.18188254093810663,-0.0014580543876587804
2014-01-01,-0.10769719772064701,-0.10055422587303797,0.034188714238774454,-0.0033936051134744183,0.011494480616095482,0.007657065933004414,0.11179615452959712,-0.08906880049535804,0.20594285562134007,-0.035487614939814005
2014-02-01,0.051219367967495266,0.00950680554806671,0.0627030280482701,0.020431476726249898,0.012420780468188175,0.01215797005013286,0.0886816662310832,0.11428563320970597,0.34948465786085814,0.11076983749742375
2014-03-01,0.02605755464914772,-0.07105766671997338,-0.031421423365686874,-0.02150544486140804,0.07797890114357053,-0.0007509460688024383,-0.21003979545749052,0.08945870243535303,-0.14852338451721625,0.012120255046756068
2014-04-01,0.09939642739786048,-0.09584686004505916,0.0049348807324614,0.07427028162155658,-0.014394039616234977,0.021036885002856165,-0.08519162188831508,-0.07119675265378944,-0.0026865067527073183,0.09509597123821556
2014-05-01,0.07271817392890845,0.027685498010651566,-0.03051039187154414,0.04367379754686396,0.01336638404053403,0.06778395564380091,0.2974475691942151,-0.08276638944509696,-0.0005772553281031545,0.0
2014-06-01,0.03340123626155678,0.03912978764810626,0.06319017654797743,-0.03528633157490768,0.025749571760452783,-0.022063972836998014,0.05449588189712329,0.03646476856091274,0.15541226954370901,0.025252348466840102
2014-07-01,0.028731169668878342,-0.03630152199112202,-0.03631673024297155,-0.08664750635811291,0.0350116921038921,-0.01673943274233325,-0.040581060378903966,0.09898602781729737,-0.06981582596456437,-0.07793342089259492
2014-08-01,0.07217605663539506,0.08322948209259295,0.0038090706137288155,0.02682734871509318,0.0525949835394488,0.054774029619248266,0.12992063343540683,0.03689665052098112,0.20779212958626903,0.043668088484726475
2014-09-01,-0.012184031870800194,-0.04896177089087994,-0.061763293138879294,-0.02536943002183989,0.02684461413960615,-0.014034988805149973,-0.05539740406692828,-0.05599186624221708,-0.10018534591858141,0.025104674674515604
2014-10-01,0.07196043038588784,-0.05266095960625472,-0.03054810644807593,0.0516707407174144,0.012726878708457123,0.0021351656891983595,-0.12946055365359466,0.09866985597489042,-0.004038300546751472,-0.06697506280162013
2014-11-01,0.1012034950428431,0.10862302551854675,-0.00488197260677703,0.06760255882553512,0.018317226181714386,0.030539815450696173,-0.11757515857745993,0.10948495999002672,0.011667339604856775,-0.05124402513295845
2014-12-01,-0.06786670492533808,-0.08354000408234807,0.013112132840068735,-0.08477535689889615,-0.022318131440497102,0.005513444747158092,-0.014368524824581508,-0.069122004539516,-0.0904219962270345,-0.05490161327929588
2015-01-01,0.06142441981913538,0.14235538228773414,0.08689905756357263,0.09458468767697159,-0.13024756304043372,-0.034270139420688794,0.29328767816624746,0.13776241446902793,-0.08457357946114596,0.08619233671838855
2015-02-01,0.09644925122245795,0.07229288887602481,-0.05905219494812319,0.14216009267582774,0.08539609358449174,0.05606824507509378,0.07494341579564745,0.21597284936278283,-0.001276991507778158,0.06010984962326038
2015-03-01,-0.02754888294864999,-0.021201593551299025,-0.021522037888980217,0.0015254809470426345,-0.06614917303154377,-0.01344091056347163,-0.12259176092402158,-0.05437871263138039,-0.07165333192256695,-0.040634509033227295
2015-04-01,0.005786504999832243,0.13351256225666064,-0.0016716737223684275,-0.0459947517794137,0.19626125340900957,-0.006812052045302774,0.33552525019333146,0.12882733954769354,0.1974889322354232,0.061349364563273
2015-05-01,0.04099084364830419,0.017663210846626143,0.005552104050766671,0.04782408833255225,-0.036595249469560276,0.02983059483629269,0.12140166375985939,0.022825187125230295,0.10948902799891669,-0.051768528804127745
2015-06-01,-0.033206092004555376,0.011322602269977278,-0.015162101232906178,-0.030835684226408033,-0.05170885370019307,-0.07407395054689137,0.05268722712007268,-0.08182422403579248,0.0696173153496511,-0.052311023491172226
2015-07-01,-0.0329267216998399,0.23511256164533667,-0.06620986259282224,0.08622314432715483,0.05775790477269527,0.08444431845962463,0.21802596878932623,-0.001408700146401154,-0.007865519769010731,0.04858299052849002
2015-08-01,-0.07040389603514896,-0.04338338414259957,0.03707232801234017,-0.1291737433402016,-0.06809436786831913,-0.025956152166375146,0.006298705719342879,-0.09065265923743426,-0.06421193090073474,-0.09473100050824668
2015-09-01,-0.017388504107918035,-0.0019497803810220038,-0.01801138660144541,0.023881417310992692,0.02370993392072962,0.02734919118154,-0.10232113528943099,-0.04965095087018978,-0.0026500015278088096,-0.014826611013849744
2015-10-01,0.08340884078430211,0.2227236546930227,0.022833636790845047,0.11432357223813683,0.18933611134778827,0.03208180191660559,0.04958358254223749,0.16294875599440606,-0.16694846898986193,0.11497560772990045
2015-11-01,-0.010042037396331027,0.06215055431957639,-0.06752062833262484,-0.06397416686022672,0.03248453593579881,0.009920676537073847,0.1379405650964538,-0.08732380872927359,0.11274349821695906,0.06467318329271277
2015-12-01,-0.10641920999308507,0.01668161062386253,-0.004513334897339294,-0.08724413730583314,0.027672048632965796,-0.023575459518412445,-0.07256956494573807,-0.050540168093919036,0.04234347420944928,-0.12202091786301528
2016-01-01,-0.07524270554829382,-0.13151543200295746,0.05410997351969926,0.03154653414661235,-0.007029545672170179,0.00871868429976752,-0.1970624028858029,-0.029663217306408418,-0.20336655637088663,0.006250175004556491
2016-02-01,-0.006677327265046329,-0.0587393835904203,0.10930343875618398,0.03778681835053166,-0.07642043739494864,-0.0678190866868561,0.017094902847544446,-0.11557763324041648,0.003817939286909544,0.011119626076005362
2016-03-01,0.1333272209815881,0.07442263797657822,-0.008428860461434318,-0.021456526374642015,0.09328901815487156,0.024964416311772375,0.09442243945428719,0.217802963297397,0.1971552400524741,-0.03178253986799473
2016-04-01,-0.1399214473317144,0.11109428941783261,0.051088083708025867,-0.03588037829020463,-0.09704870084150885,-0.0048713041578374305,-0.11933868378572621,-0.059663081521098005,0.047830459391734026,0.11242625734919764
2016-05-01,0.06528743996127528,0.09581709440582009,-0.06138296703293311,0.007319245575579503,0.06276317108927243,0.05942959505419676,0.13928686814973634,0.1560163061564408,-0.0728111083172156,-0.00580481870258176
2016-06-01,-0.03683110762430486,-0.009919933525815994,0.08969501879279118,-0.05588328726916991,-0.027775366266246437,0.02384191902596755,-0.1081213034311449,0.05348175836360447,-0.04905251604174787,-0.0067540033380958375
2016-07-01,0.09006278570827608,0.06035326650727413,0.01984656031160892,0.1279411547811069,0.1076801033827477,0.033932148243663196,-0.002514184967577937,0.13833053522169525,0.10603918690237002,0.00013144102703055438
2016-08-01,0.018136534222316758,0.013639826927226206,-0.03256316550912575,-0.011082480170395592,0.01376148465089777,0.00772196394746949,0.06794519293798151,-0.037413953247038445,-0.09702290457247609,-0.0002334041402608511
2016-09-01,0.07127610799514628,0.08860318280928281,0.006892135107908315,0.0006595592852982612,0.00868454937749319,-0.022349766809045102,0.0112878048198084,0.032649443462307914,-0.037639705293445846,-0.013567351862322719
2016-10-01,0.004334567295146918,-0.05671734948914742,-0.02944919584699579,0.0905794139677587,0.04027752343092805,-0.06270408589623899,0.26707265808350056,-0.05412207131578928,-0.03087781715857929,0.052135876843604656
2016-11-01,-0.026598652771774645,-0.0496949044026711,-0.08356570639157301,0.03714894704905092,0.0056743335838911335,-0.04668995640668916,-0.06302559676433528,-0.0721351318507717,-0.04212813918696334,0.028247858155407757
2016-12-01,0.05333535407458334,-0.0009326204826226592,-0.019149882681417818,0.0653988726408743,0.03816437619641477,0.06798243857015107,0.05811968515053256,-0.035775864565527726,0.1282470872400494,0.08375055155519973
2017-01-01,0.04774686398920869,0.0981636831579693,0.05419215772584596,0.028665691831651463,0.04039250196044675,-0.01026695153724877,0.136591273756832,0.07991445776856643,0.1789508297421598,-0.030024578355261178
2017-02-01,0.12888320854654833,0.026181549535707394,0.031847686784806095,0.015273634940802028,-0.01036339099044381,0.026970941276520888,0.01009169194537285,0.022794840540639738,-0.007700561188844546,0.008358382370006856
2017-03-01,0.05323635901478374,0.049110120630820875,-0.00427746474772539,0.08656629090581092,0.0356248299970483,0.03501681848043492,0.03996340166690704,0.08947016182611511,0.11324450226739402,0.007757605170885418
2017-04-01,-6.952858584485799e-05,0.043370871588667814,0.01726748147982482,0.10031564706594409,0.039477540162603963,-0.0026025019207197575,0.029700299412826814,0.02629580453691127,0.12853035120778755,0.007813409584545683
2017-05-01,0.06341781241653122,0.0752764613149639,-0.0012419798017191397,0.015651407778856985,0.0201575687784199,0.11156693734263223,0.07141911435237835,0.06083445155141698,0.08577703460392128,0.002120269519579665
2017-06-01,-0.053321965047601005,-0.026763939876424114,-0.02155534773928114,-0.03896092973168419,-0.007372219558785864,0.009679344512048438,-0.08376766347383324,0.04287279441150549,0.06040877199179162,-0.08430315074338557
2017-07-01,0.032703288583800116,0.020433850865833714,0.02313170169958645,-0.025652832899200617,0.05469352989264964,-0.02097051018656093,0.21584903184280302,0.07541241028585488,-0.1054727025516281,0.005816524456094818
2017-08-01,0.10266955819702317,-0.007268848531284733,0.04198757511241591,0.03549595841463349,0.02847315031522646,-0.004283999223070212,-0.03825826713715863,-0.03506208853671755,0.10025662262199075,0.011289395410834624
2017-09-01,-0.056553794946087255,-0.019630792069039615,-0.03369891808976022,0.05993188927926174,0.0015627005591447585,-0.0030732085047991964,0.03800581145775972,-0.05778451667554696,-0.041584754245049704,0.0460354936289642
2017-10-01,0.09680791068819183,0.1497165176249049,-0.007484813689786707,0.09702295095608782,0.11665993464637903,0.034525244576099734,0.0831540888411113,0.16610741205313495,-0.028056310233193882,0.06777341332623599
2017-11-01,0.016623303492933283,0.06466237678888143,0.003563440057186007,-0.04529486421161921,0.01190211560950627,0.004171962154597031,-0.04505423024455102,0.07809246984009754,-0.06841006150168283,-0.009714093215768882
2017-12-01,-0.011705883076117307,-0.006186568401839843,0.021057003170010358,0.0036810444068018366,0.02138042957451658,-0.005341480775139185,0.02335002339700032,-0.03952979954832603,0.008094513338934739,-0.028688833155704696
2018-01-01,-0.010636155871206587,0.24063897541810575,0.03234937283169237,0.036052480796270325,0.11070861242210817,-0.04033404613013469,0.4081059538373122,0.06651819013518523,0.13797978418688173,0.02625009043273363
2018-02-01,0.06384723603827824,0.04242906360200127,-0.020759902030566435,-0.024148740872538155,-0.013051383711873865,-0.06391441998069758,0.0779874120638564,0.05256584841146128,-0.03175185593835672,0.0071834415475424684
2018-03-01,-0.05421030517838887,-0.04304936888568922,0.006320007324218668,0.015010022873957807,-0.022088652462733283,0.004516425724190309,0.013624797600320093,-0.042013276794366505,-0.22424645662146758,-0.017883913943154806
2018-04-01,-0.01501991056230434,0.08207479647163018,-0.009539745360543916,0.15627493478934418,0.024652042494090365,0.01798480584586848,0.05793128326881658,-0.0491831408119493,0.10434740448152735,0.14931651150731273
2018-05-01,0.13076391475270088,0.04053941088038626,-0.011959209467577336,0.03928819175007381,0.05688630560387087,-0.003153116173307713,0.1252640184720908,0.02749314014115445,-0.031201019338043534,-0.00535033162158316
